Back to Index,Senior/Junior,Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Professional/Occupational Group,Notes,Valid?
Oct-14,Junior,,,A,Senior Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport","Gambling, Licensing and lottery",,,DCMS1001,,3,47219,56243,Policy,,
Oct-14,Junior,,,A(U),Senior Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport","Gambling, Licensing and lottery",,,DCMS1001,,1,53494,66006,Policy,,
Oct-14,Junior,,,B,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport","Gambling, Licensing and lottery",,,DCMS1001,,4.69,31052,37502,Policy,,
Oct-14,Junior,,,C,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport","Gambling, Licensing and lottery",,,DCMS1001,,4.3,23900,26473,Policy,,
Oct-14,Junior,,,D,Policy Support Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport","Gambling, Licensing and lottery",,,DCMS1001,,2,20436,21233,Policy,,
Oct-14,Junior,,,A,Senior Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GEO,,,DCMS2003,,16.47,47219,56243,Policy,,
Oct-14,Junior,,,A(U),Senior Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GEO,,,DCMS2003,,1,53494,66006,Policy,,
Oct-14,Junior,,,B,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GEO,,,DCMS2003,,23.76,31052,37502,Policy,,
Oct-14,Junior,,,C,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GEO,,,DCMS2003,,6,23900,26473,Policy,,
Oct-14,Junior,,,A,Senior Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Heritage,,,DCMS1013,,1,47219,56243,Policy,,
Oct-14,Junior,,,B,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Heritage,,,DCMS1013,,2.2,31052,37502,Policy,,
Oct-14,Junior,,,C,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Heritage,,,DCMS1013,,4,23900,26473,Policy,,
Oct-14,Junior,,,A,Senior HR Manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Human Resources,,,DCMS1007,,4,47219,56243,Human Resources,,
Oct-14,Junior,,,B,HR Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Human Resources,,,DCMS1007,,2.46,31052,37502,Human Resources,,
Oct-14,Junior,,,C,HR Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Human Resources,,,DCMS1007,,3.69,23900,26473,Human Resources,,
Oct-14,Junior,,,Fast Stream,HR Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Human Resources,,,DCMS1007,,2,31052,37502,Human Resources,,
Oct-14,Junior,,,A,Not In Post,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Maternity,,,DCMS3001,,4.37,47219,56243,Other,,
Oct-14,Junior,,,B,Not In Post,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Maternity,,,DCMS3001,,3.25,31052,37502,Other,,
Oct-14,Junior,,,A,Senior Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Media,,,DCMS1012,,7.6,47219,56243,Policy,,
Oct-14,Junior,,,B,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Media,,,DCMS1012,,4.6,31052,37502,Policy,,
Oct-14,Junior,,,C,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Media,,,DCMS1012,,3,23900,26473,Policy,,
Oct-14,Junior,,,D,Policy Support Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Media,,,DCMS1012,,0.5,20436,21233,Policy,,
Oct-14,Junior,,,A,Private Secretary,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",MST and Private Office,,,DCMS1018,,7,47219,56243,Policy,,
Oct-14,Junior,,,B,Correspondence Manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",MST and Private Office,,,DCMS1018,,6,31052,37502,Policy,,
Oct-14,Junior,,,C,Correspondence Manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",MST and Private Office,,,DCMS1018,,13,23900,26473,Policy,,
Oct-14,Junior,,,D,Correspondence Manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",MST and Private Office,,,DCMS1018,,13,20436,21233,Policy,,
Oct-14,Junior,,,A,Senior Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Museums,,,DCMS1011,,1.6,47219,56243,Policy,,
Oct-14,Junior,,,B,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Museums,,,DCMS1011,,2.6,31052,37502,Policy,,
Oct-14,Junior,,,C,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Museums,,,DCMS1011,,3,23900,26473,Policy,,
Oct-14,Junior,,,D,Policy Support Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Museums,,,DCMS1011,,0.5,20436,21233,Policy,,
Oct-14,Junior,,,A,Senior Communications Manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",News and Communications,,,DCMS1027,,4,47219,56243,Communications,,
Oct-14,Junior,,,A(U),Senior Communications Manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",News and Communications,,,DCMS1027,,1,53494,66006,Communications,,
Oct-14,Junior,,,B,Communications Manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",News and Communications,,,DCMS1027,,12.13,31052,37502,Communications,,
Oct-14,Junior,,,C,Communications Support Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",News and Communications,,,DCMS1027,,0.8,23900,26473,Communications,,
Oct-14,Junior,,,A(U),Senior Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Olympic and Paralympic Legacy,,,DCMS2005,,2,53494,66006,Policy,,
Oct-14,Junior,,,B,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Olympic and Paralympic Legacy,,,DCMS2005,,1,31052,37502,Policy,,
Oct-14,Junior,,,B,Procurement Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Procurement,,,DCMS1017,,1,31052,37502,Procurement,,
Oct-14,Junior,,,C,Procurement Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Procurement,,,DCMS1017,,1,23900,26473,Procurement,,
Oct-14,Junior,,,A(U),Senior Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Public Appointments,,,DCMS1011,,0.5,53494,66006,Policy,,
Oct-14,Junior,,,B,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Public Appointments,,,DCMS1011,,4,31052,37502,Policy,,
Oct-14,Junior,,,C,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Public Appointments,,,DCMS1011,,2,23900,26473,Policy,,
Oct-14,Junior,,,B,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Shared Services,,,DCMS2005,,1,31052,37502,Policy,,
Oct-14,Junior,,,A,Senior Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Sport,,,DCMS1015,,4.75,47219,56243,Policy,,
Oct-14,Junior,,,B,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Sport,,,DCMS1015,,5.5,31052,37502,Policy,,
Oct-14,Junior,,,C,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Sport,,,DCMS1015,,1,23900,26473,Policy,,
Oct-14,Junior,,,A,Senior Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",SRG and Project Team,,,DCMS1010,,4,47219,56243,Policy,,
Oct-14,Junior,,,A(U),Senior Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",SRG and Project Team,,,DCMS1010,,1,53494,66006,Policy,,
Oct-14,Junior,,,B,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",SRG and Project Team,,,DCMS1010,,1.67,31052,37502,Policy,,
Oct-14,Junior,,,C,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",SRG and Project Team,,,DCMS1010,,3,23900,26473,Policy,,
Oct-14,Junior,,,A,Senior Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Telecomms,,,DCMS1024,,8,47219,56243,Policy,,
Oct-14,Junior,,,A(U),Senior Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Telecomms,,,DCMS1024,,1.6,53494,66006,Policy,,
Oct-14,Junior,,,B,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Telecomms,,,DCMS1024,,6.36,31052,37502,Policy,,
Oct-14,Junior,,,C,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Telecomms,,,DCMS1024,,2,23900,26473,Policy,,
Oct-14,Junior,,,D,Policy Support Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Telecomms,,,DCMS1024,,1.5,20436,21233,Policy,,
Oct-14,Junior,,,A,Senior Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Tourism,,,DCMS1013,,3,47219,56243,Policy,,
Oct-14,Junior,,,B,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Tourism,,,DCMS1013,,3,31052,37502,Policy,,
Oct-14,Junior,,,D,Policy Support Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Tourism,,,DCMS1013,,1,20436,21233,Policy,,
Oct-14,Junior,,,Fast Stream,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Tourism,,,DCMS1013,,0.81,31052,37502,Policy,,
Oct-14,Junior,,,A,Senior Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",WW1 & Ceremonials,,,DCMS1004,,4.6,47219,56243,Policy,,
Oct-14,Junior,,,B,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",WW1 & Ceremonials,,,DCMS1004,,3.5,31052,37502,Policy,,
Oct-14,Junior,,,C,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",WW1 & Ceremonials,,,DCMS1004,,2,23900,26473,Policy,,
Oct-14,Junior,,,D,Policy Support Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",WW1 & Ceremonials,,,DCMS1004,,1,20436,21233,Policy,,
Oct-14,Junior,,,A(U),Senior IT Manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Estates & IT,,,DCMS2005,,1,53494,66006,Information Technology,,
Oct-14,Junior,,,B,IT Support Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Estates & IT,,,DCMS2005,,1,31052,37502,Information Technology,,
Mar-14,Junior,,,A,Senior Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Broadband Delivery,,,DCMS2004,,21.45,46751,55686,Policy,,
Mar-14,Junior,,,A(U),Senior Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Broadband Delivery,,,DCMS2004,,5,53494,66005,Policy,,
Mar-14,Junior,,,B,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Broadband Delivery,,,DCMS2004,,8.6,30745,37131,Policy,,
Mar-14,Junior,,,C,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Broadband Delivery,,,DCMS2004,,3.78,23663,26211,Policy,,
Mar-14,Junior,,,D,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Broadband Delivery,,,DCMS2004,,2,20234,21023,Policy,,
Mar-14,Junior,,,A,Senior Analyst,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Evidence and Analysis Unit,,,DCMS1016,,7.23,46751,55686,Economics,,
Mar-14,Junior,,,A(U),Senior Analyst,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Evidence and Analysis Unit,,,DCMS1016,,1,53494,66005,Economics,,
Mar-14,Junior,,,B,Analyst,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Evidence and Analysis Unit,,,DCMS1016,,4,30745,37131,Economics,,
Mar-14,Junior,,,Fast Stream,Analyst,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Evidence and Analysis Unit,,,DCMS1016,,4,28366,29876,Economics,,
Mar-14,Junior,,,A(U),Senior IT Manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Facilities and IT,,,DCMS2006,,1,53494,66005,Information Technology,,
Mar-14,Junior,,,B,IT Manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Facilities and IT,,,DCMS2006,,2,30745,37131,Information Technology,,
Mar-14,Junior,,,C,IT Manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Facilities and IT,,,DCMS2006,,1,23663,26211,Information Technology,,
Mar-14,Junior,,,A,Senior Finance Manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Finance,,,DCMS1025,,1,46751,55686,Finance,,
Mar-14,Junior,,,A(U),Senior Finance Manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Finance,,,DCMS1025,,2,53494,66005,Finance,,
